Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Property_Area,Loan_Status,CIBIL_Score
LP001935,Male,No,0,Graduate,No,760640,0.0,14960000.0,360.0,Rural,Y,794
LP001936,Male,Yes,0,Graduate,No,246000,193280.0,11120000.0,360.0,Rural,Y,798
LP001938,Male,Yes,2,Graduate,No,352000,0.0,10160000.0,360.0,Semiurban,N,321
LP001940,Male,Yes,2,Graduate,No,252240,124800.0,10720000.0,360.0,Urban,Y,837
LP001945,Female,No,,Graduate,No,433360,0.0,11440000.0,480.0,Urban,N,337
LP001947,Male,Yes,0,Graduate,No,190640,266720.0,13760000.0,360.0,Semiurban,Y,788
LP001949,Male,Yes,3+,Graduate,,353280,100000.0,8800000.0,360.0,Urban,Y,730
LP001953,Male,Yes,1,Graduate,No,550000,0.0,16000000.0,360.0,Semiurban,Y,687
LP001954,Female,Yes,1,Graduate,No,373280,0.0,10800000.0,360.0,Urban,Y,706
LP001955,Female,No,0,Graduate,No,400000,203280.0,12080000.0,480.0,Rural,N,706
LP001963,Male,Yes,1,Graduate,No,161120,234000.0,9040000.0,360.0,Urban,N,700
LP001964,Male,Yes,0,Not Graduate,No,144000,234720.0,7440000.0,360.0,Urban,N,585
LP001972,Male,Yes,,Not Graduate,No,230000,140000.0,8400000.0,360.0,Semiurban,Y,776
LP001974,Female,No,0,Graduate,No,400000,0.0,10560000.0,360.0,Rural,Y,707
LP001977,Male,Yes,1,Graduate,No,130000,144240.0,7680000.0,360.0,Urban,Y,790
LP001978,Male,No,0,Graduate,No,320000,200000.0,11200000.0,360.0,Rural,Y,740
LP001990,Male,No,0,Not Graduate,No,160000,0.0,,360.0,Urban,N,727
LP001993,Female,No,0,Graduate,No,300960,133280.0,10800000.0,360.0,Rural,Y,826
LP001994,Female,No,0,Graduate,No,192000,149040.0,8320000.0,360.0,Urban,N,303
LP001996,Male,No,0,Graduate,No,1618640,0.0,38400000.0,360.0,Rural,N,714
LP001998,Male,Yes,2,Not Graduate,No,613360,0.0,14800000.0,360.0,Rural,Y,691
LP002002,Female,No,0,Graduate,No,233360,0.0,6720000.0,360.0,Semiurban,Y,728
LP002004,Male,No,0,Not Graduate,No,234160,192400.0,8880000.0,360.0,Semiurban,Y,696
LP002006,Female,No,0,Graduate,No,200560,0.0,4480000.0,360.0,Rural,Y,837
LP002008,Male,Yes,2,Graduate,Yes,459680,0.0,11520000.0,84.0,Rural,Y,720
LP002024,,Yes,0,Graduate,No,197840,147440.0,12720000.0,360.0,Rural,N,725
LP002031,Male,Yes,1,Not Graduate,No,271920,131200.0,8880000.0,180.0,Urban,Y,796
LP002035,Male,Yes,2,Graduate,No,297360,0.0,9600000.0,360.0,Semiurban,Y,685
LP002036,Male,Yes,0,Graduate,No,164640,170720.0,7040000.0,360.0,Urban,Y,598
LP002043,Female,No,1,Graduate,No,283280,0.0,8960000.0,360.0,Semiurban,Y,623
LP002050,Male,Yes,1,Graduate,Yes,800000,0.0,12400000.0,360.0,Rural,N,716
LP002051,Male,Yes,0,Graduate,No,192000,173360.0,9200000.0,360.0,Semiurban,Y,703
LP002053,Male,Yes,3+,Graduate,No,347360,15120.0,9920000.0,360.0,Semiurban,Y,772
LP002054,Male,Yes,2,Not Graduate,No,288080,127200.0,,360.0,Rural,Y,725
LP002055,Female,No,0,Graduate,No,253280,238800.0,10560000.0,360.0,Rural,Y,680
LP002065,Male,Yes,3+,Graduate,No,1200000,0.0,24000000.0,360.0,Rural,Y,774
LP002067,Male,Yes,1,Graduate,Yes,693280,398640.0,30080000.0,360.0,Rural,N,398
LP002068,Male,No,0,Graduate,No,393360,0.0,10400000.0,360.0,Rural,Y,487
LP002082,Male,Yes,0,Graduate,Yes,465440,172800.0,14720000.0,360.0,Semiurban,Y,795
LP002086,Female,Yes,0,Graduate,No,346640,196080.0,8800000.0,360.0,Urban,N,839
LP002087,Female,No,0,Graduate,No,200000,0.0,5360000.0,360.0,Urban,Y,840
LP002097,Male,No,1,Graduate,No,350720,143440.0,9360000.0,360.0,Urban,Y,746
LP002098,Male,No,0,Graduate,No,234800,0.0,7840000.0,360.0,Semiurban,Y,807
LP002100,Male,No,,Graduate,No,226640,0.0,5680000.0,360.0,Urban,Y,697
LP002101,Male,Yes,0,Graduate,,5066960,0.0,39200000.0,180.0,Urban,Y,704
LP002103,,Yes,1,Graduate,Yes,786640,146640.0,14560000.0,180.0,Urban,Y,733
LP002106,Male,Yes,,Graduate,Yes,440240,359200.0,5600000.0,,Semiurban,Y,737
LP002110,Male,Yes,1,Graduate,,420000,55040.0,12800000.0,360.0,Rural,Y,746
LP002112,Male,Yes,2,Graduate,Yes,200000,368000.0,14080000.0,360.0,Rural,Y,783
LP002113,Female,No,3+,Not Graduate,No,146400,0.0,,360.0,Urban,N,473
LP002114,Female,No,0,Graduate,No,332800,0.0,5680000.0,360.0,Semiurban,Y,703
LP002115,Male,Yes,3+,Not Graduate,No,211760,126960.0,13840000.0,360.0,Rural,N,793
LP002116,Female,No,0,Graduate,No,190240,0.0,3680000.0,360.0,Rural,N,711
LP002119,Male,Yes,1,Not Graduate,No,364320,98320.0,12640000.0,360.0,Urban,Y,765
LP002126,Male,Yes,3+,Not Graduate,No,253840,0.0,5920000.0,360.0,Semiurban,Y,830
LP002128,Male,Yes,2,Graduate,,206640,186400.0,10000000.0,360.0,Rural,Y,806
LP002129,Male,Yes,0,Graduate,No,199920,196640.0,12800000.0,360.0,Semiurban,Y,834
LP002130,Male,Yes,,Not Graduate,No,281840,258400.0,12160000.0,360.0,Rural,N,572
LP002131,Male,Yes,2,Not Graduate,No,246640,173440.0,10080000.0,360.0,Urban,Y,783
LP002137,Male,Yes,0,Graduate,No,506640,366640.0,20720000.0,360.0,Semiurban,Y,660
LP002138,Male,Yes,0,Graduate,No,210000,500000.0,14960000.0,360.0,Rural,Y,816
LP002139,Male,Yes,0,Graduate,No,726640,0.0,18240000.0,360.0,Semiurban,Y,722
LP002140,Male,No,0,Graduate,No,700000,333360.0,24640000.0,360.0,Rural,N,718
LP002141,Male,Yes,3+,Graduate,No,213280,166640.0,7600000.0,360.0,Rural,Y,849
LP002142,Female,Yes,0,Graduate,Yes,440000,0.0,8400000.0,360.0,Rural,N,546
LP002143,Female,Yes,0,Graduate,No,193840,40400.0,10400000.0,360.0,Semiurban,Y,705
LP002144,Female,No,,Graduate,No,305040,0.0,9280000.0,180.0,Urban,Y,778
LP002149,Male,Yes,2,Graduate,No,666640,253360.0,13200000.0,360.0,Rural,Y,729
LP002151,Male,Yes,1,Graduate,No,310000,0.0,5360000.0,360.0,Urban,N,832
LP002158,Male,Yes,0,Not Graduate,No,240000,133280.0,8000000.0,480.0,Urban,N,312
LP002160,Male,Yes,3+,Graduate,No,413360,253360.0,16000000.0,360.0,Semiurban,Y,739
LP002161,Female,No,1,Graduate,No,377840,0.0,6480000.0,360.0,Semiurban,N,814
LP002170,Male,Yes,2,Graduate,No,400000,293360.0,18880000.0,360.0,Semiurban,Y,736
LP002175,Male,Yes,0,Graduate,No,380000,186640.0,10400000.0,360.0,Urban,Y,715
LP002178,Male,Yes,0,Graduate,No,241040,242640.0,7600000.0,300.0,Urban,Y,672
LP002180,Male,No,0,Graduate,Yes,545760,0.0,11280000.0,360.0,Rural,Y,699
LP002181,Male,No,0,Not Graduate,No,497280,0.0,10640000.0,360.0,Rural,N,744
LP002187,Male,No,0,Graduate,No,200000,0.0,7680000.0,480.0,Semiurban,N,687
LP002188,Male,No,0,Graduate,No,409920,0.0,9920000.0,,Rural,N,441
LP002190,Male,Yes,1,Graduate,No,506000,0.0,14000000.0,360.0,Semiurban,Y,794
LP002191,Male,Yes,0,Graduate,No,1578400,421280.0,45600000.0,360.0,Rural,N,822
LP002194,Female,No,0,Graduate,Yes,1260720,0.0,4400000.0,360.0,Semiurban,Y,771
LP002197,Male,Yes,2,Graduate,No,414800,0.0,12400000.0,360.0,Semiurban,Y,777
LP002201,Male,Yes,2,Graduate,Yes,745840,629840.0,30400000.0,300.0,Rural,Y,745
LP002205,Male,No,1,Graduate,No,244960,158960.0,8880000.0,180.0,Urban,N,587
LP002209,Female,No,0,Graduate,,221120,116720.0,8800000.0,360.0,Urban,Y,765
LP002211,Male,Yes,0,Graduate,No,385360,73840.0,9600000.0,180.0,Urban,Y,730
LP002219,Male,Yes,3+,Graduate,No,700000,399680.0,10400000.0,360.0,Rural,Y,832
LP002223,Male,Yes,0,Graduate,No,344800,0.0,10400000.0,360.0,Semiurban,Y,685
LP002224,Male,No,0,Graduate,No,245520,0.0,5680000.0,480.0,Urban,N,742
LP002225,Male,Yes,2,Graduate,No,431280,0.0,10400000.0,360.0,Urban,Y,804
LP002226,Male,Yes,0,Graduate,,266640,200000.0,10240000.0,360.0,Semiurban,Y,829
LP002229,Male,No,0,Graduate,No,475280,338560.0,23680000.0,360.0,Semiurban,Y,737
LP002231,Female,No,0,Graduate,No,480000,0.0,12480000.0,360.0,Urban,Y,737
LP002234,Male,No,0,Graduate,Yes,573360,0.0,10240000.0,360.0,Urban,Y,765
LP002236,Male,Yes,2,Graduate,No,365280,0.0,8000000.0,360.0,Urban,N,728
LP002237,Male,No,1,Graduate,,293360,0.0,9040000.0,180.0,Urban,Y,849
LP002239,Male,No,0,Not Graduate,No,187680,128000.0,10560000.0,360.0,Semiurban,Y,749
LP002243,Male,Yes,0,Not Graduate,No,240800,250880.0,,360.0,Urban,N,570
LP002244,Male,Yes,0,Graduate,No,186640,193360.0,10880000.0,360.0,Urban,Y,733
LP002250,Male,Yes,0,Graduate,No,439040,0.0,10000000.0,360.0,Rural,Y,780
LP002255,Male,No,3+,Graduate,No,733360,0.0,14800000.0,360.0,Rural,Y,687
LP002262,Male,Yes,3+,Graduate,No,760320,0.0,22000000.0,360.0,Rural,Y,732
LP002263,Male,Yes,0,Graduate,No,206640,169200.0,9600000.0,360.0,Urban,Y,559
LP002265,Male,Yes,2,Not Graduate,No,159440,130000.0,9040000.0,180.0,Semiurban,Y,787
LP002266,Male,Yes,2,Graduate,No,248000,112000.0,9040000.0,360.0,Urban,Y,684
LP002272,Male,Yes,2,Graduate,No,262080,38720.0,10800000.0,360.0,Semiurban,Y,602
LP002277,Female,No,0,Graduate,No,254400,0.0,5680000.0,360.0,Urban,N,495
LP002281,Male,Yes,0,Graduate,No,242640,116720.0,7600000.0,360.0,Urban,Y,685
LP002284,Male,No,0,Not Graduate,No,312160,133280.0,8720000.0,360.0,Rural,Y,788
LP002287,Female,No,0,Graduate,No,120000,144000.0,8240000.0,360.0,Semiurban,N,649
LP002288,Male,Yes,2,Not Graduate,No,231120,0.0,3600000.0,180.0,Urban,N,346
LP002296,Male,No,0,Not Graduate,No,220400,0.0,5200000.0,300.0,Rural,N,778
LP002297,Male,No,0,Graduate,No,200000,1600000.0,8240000.0,360.0,Semiurban,Y,734
LP002300,Female,No,0,Not Graduate,No,157040,0.0,4240000.0,360.0,Semiurban,Y,847
LP002301,Female,No,0,Graduate,Yes,595280,0.0,15520000.0,360.0,Rural,N,731
LP002305,Female,No,0,Graduate,No,363760,0.0,9200000.0,360.0,Semiurban,Y,823
LP002308,Male,Yes,0,Not Graduate,No,173360,192000.0,9200000.0,360.0,Urban,Y,692
LP002314,Female,No,0,Not Graduate,No,177040,0.0,5280000.0,360.0,Rural,Y,793
LP002315,Male,Yes,1,Graduate,No,664000,0.0,12160000.0,300.0,Semiurban,N,423
LP002317,Male,Yes,3+,Graduate,No,6480000,0.0,28800000.0,360.0,Rural,N,405
LP002318,Female,No,1,Not Graduate,Yes,309360,0.0,4960000.0,360.0,Semiurban,N,837
LP002319,Male,Yes,0,Graduate,,500480,0.0,12800000.0,360.0,Urban,Y,646
LP002328,Male,Yes,0,Not Graduate,No,487680,0.0,17440000.0,360.0,Rural,N,444
LP002332,Male,Yes,0,Not Graduate,No,180240,162640.0,8800000.0,360.0,Rural,Y,799
LP002335,Female,Yes,0,Not Graduate,No,171920,258960.0,14240000.0,360.0,Semiurban,N,618
LP002337,Female,No,0,Graduate,No,239600,0.0,4800000.0,360.0,Urban,Y,698
LP002341,Female,No,1,Graduate,No,208000,0.0,12800000.0,360.0,Urban,N,771
LP002342,Male,Yes,2,Graduate,Yes,128000,1600000.0,19120000.0,360.0,Urban,N,737
LP002345,Male,Yes,0,Graduate,No,82000,221840.0,8960000.0,360.0,Rural,Y,769
LP002347,Male,Yes,0,Graduate,No,259680,113360.0,11040000.0,360.0,Semiurban,Y,796
LP002348,Male,Yes,0,Graduate,No,466320,0.0,11040000.0,360.0,Rural,Y,741
LP002357,Female,No,0,Not Graduate,No,217600,0.0,6400000.0,,Urban,N,578
LP002361,Male,Yes,0,Graduate,No,145600,137520.0,8000000.0,360.0,Urban,Y,806
LP002362,Male,Yes,1,Graduate,No,580000,133360.0,8800000.0,,Urban,N,428
LP002364,Male,Yes,0,Graduate,No,1190400,0.0,7680000.0,360.0,Semiurban,Y,737
LP002366,Male,Yes,0,Graduate,No,213280,344000.0,9680000.0,360.0,Rural,Y,801
LP002367,Female,No,1,Not Graduate,No,368480,0.0,6480000.0,360.0,Rural,N,680
LP002368,Male,Yes,2,Graduate,No,474800,0.0,10640000.0,360.0,Semiurban,Y,713
LP002369,Male,Yes,0,Graduate,No,233600,1289.6000672,6960000.0,360.0,Rural,Y,775
LP002370,Male,No,0,Not Graduate,No,217360,0.0,4800000.0,180.0,Urban,Y,805
LP002377,Female,No,1,Graduate,Yes,689920,0.0,12000000.0,360.0,Semiurban,Y,797
LP002379,Male,No,0,Graduate,No,520000,0.0,8400000.0,360.0,Rural,N,347
LP002386,Male,No,0,Graduate,,1030080,0.0,32400000.0,360.0,Semiurban,Y,768
LP002387,Male,Yes,0,Graduate,No,194000,187200.0,11440000.0,360.0,Semiurban,Y,796
LP002390,Male,No,0,Graduate,No,300000,0.0,8000000.0,360.0,Urban,Y,808
LP002393,Female,,,Graduate,No,803760,0.0,,240.0,Semiurban,Y,695
LP002398,Male,No,0,Graduate,No,154080,148080.0,4000000.0,360.0,Semiurban,Y,748
LP002401,Male,Yes,0,Graduate,No,177040,90000.0,,360.0,Urban,Y,701
LP002403,Male,No,0,Graduate,Yes,833280,0.0,14960000.0,360.0,Urban,N,648
LP002407,Female,Yes,0,Not Graduate,Yes,571360,0.0,11040000.0,360.0,Rural,Y,755
LP002408,Male,No,0,Graduate,No,292800,405120.0,14960000.0,360.0,Semiurban,Y,833
LP002409,Male,Yes,0,Graduate,No,632080,146640.0,14400000.0,360.0,Rural,Y,823
LP002418,Male,No,3+,Not Graduate,No,376560,159440.0,11840000.0,360.0,Semiurban,Y,765
LP002422,Male,No,1,Graduate,No,3017520,0.0,12160000.0,360.0,Semiurban,Y,708
LP002424,Male,Yes,0,Graduate,No,586640,666640.0,14000000.0,300.0,Rural,Y,705
LP002429,Male,Yes,1,Graduate,Yes,277280,96800.0,10400000.0,360.0,Rural,Y,748
LP002434,Male,Yes,2,Not Graduate,No,372160,0.0,8800000.0,360.0,Rural,Y,726
LP002435,Male,Yes,0,Graduate,,283120,110080.0,4400000.0,360.0,Rural,N,773
LP002443,Male,Yes,2,Graduate,No,267200,136800.0,12000000.0,360.0,Rural,N,537
LP002444,Male,No,1,Not Graduate,Yes,221520,123360.0,15200000.0,360.0,Semiurban,N,689
LP002446,Male,Yes,2,Not Graduate,No,184720,100400.0,10000000.0,360.0,Rural,N,503
LP002447,Male,Yes,2,Not Graduate,No,156640,116480.0,4800000.0,300.0,Urban,Y,643
LP002448,Male,Yes,0,Graduate,No,315840,138640.0,11920000.0,360.0,Rural,N,517
LP002449,Male,Yes,0,Graduate,No,198640,197280.0,7200000.0,180.0,Rural,Y,640
LP002453,Male,No,0,Graduate,Yes,566800,0.0,6720000.0,360.0,Semiurban,Y,718
LP002455,Male,Yes,2,Graduate,No,308720,0.0,7680000.0,360.0,Semiurban,Y,779
LP002459,Male,Yes,0,Graduate,No,344080,0.0,9440000.0,360.0,Urban,Y,712
LP002467,Male,Yes,0,Graduate,No,296640,205520.0,13840000.0,360.0,Urban,N,780
LP002472,Male,No,2,Graduate,No,348320,0.0,10880000.0,360.0,Rural,Y,702
LP002473,Male,Yes,0,Graduate,No,666720,0.0,12800000.0,360.0,Semiurban,N,689
LP002478,,Yes,0,Graduate,Yes,166640,326640.0,12800000.0,360.0,Semiurban,Y,745
LP002484,Male,Yes,3+,Graduate,No,619200,0.0,10240000.0,180.0,Urban,Y,748
LP002487,Male,Yes,0,Graduate,No,241200,175040.0,12240000.0,360.0,Rural,Y,779
LP002489,Female,No,1,Not Graduate,,415280,0.0,10560000.0,360.0,Semiurban,Y,713
LP002493,Male,No,0,Graduate,No,333280,0.0,7840000.0,360.0,Semiurban,N,479
LP002494,Male,No,0,Graduate,No,480000,0.0,11200000.0,360.0,Rural,Y,817
LP002500,Male,Yes,3+,Not Graduate,No,235760,133120.0,5600000.0,180.0,Urban,N,549
LP002501,,Yes,0,Graduate,No,1335360,0.0,8800000.0,360.0,Semiurban,Y,826
LP002502,Female,Yes,2,Not Graduate,,16800,233360.0,7840000.0,360.0,Semiurban,Y,775
LP002505,Male,Yes,0,Graduate,No,346640,196080.0,8800000.0,360.0,Urban,N,680
LP002515,Male,Yes,1,Graduate,Yes,276000,166320.0,12960000.0,360.0,Semiurban,Y,748
LP002517,Male,Yes,1,Not Graduate,No,212240,120000.0,9040000.0,180.0,Rural,N,303
LP002519,Male,Yes,3+,Graduate,No,375280,0.0,8000000.0,360.0,Semiurban,Y,695
LP002522,Female,No,0,Graduate,Yes,200000,0.0,7440000.0,360.0,Urban,Y,523
LP002524,Male,No,2,Graduate,No,442560,371840.0,12960000.0,360.0,Rural,Y,759
LP002527,Male,Yes,2,Graduate,Yes,1322000,81120.0,12000000.0,360.0,Rural,Y,681
LP002529,Male,Yes,2,Graduate,No,536000,140000.0,18400000.0,300.0,Semiurban,Y,807
LP002530,,Yes,2,Graduate,No,229840,149760.0,10560000.0,360.0,Semiurban,N,459
LP002531,Male,Yes,1,Graduate,Yes,1333360,180000.0,6880000.0,360.0,Semiurban,Y,763
LP002533,Male,Yes,2,Graduate,No,235760,128240.0,,360.0,Urban,N,831
LP002534,Female,No,0,Not Graduate,No,348000,0.0,12320000.0,360.0,Rural,Y,819
LP002536,Male,Yes,3+,Not Graduate,No,247600,0.0,9040000.0,360.0,Rural,Y,842
LP002537,Male,Yes,0,Graduate,No,166640,252000.0,10240000.0,360.0,Semiurban,Y,803
LP002541,Male,Yes,0,Graduate,No,866640,0.0,18720000.0,360.0,Semiurban,Y,712
LP002543,Male,Yes,2,Graduate,No,666640,0.0,19680000.0,360.0,Semiurban,Y,840
LP002544,Male,Yes,1,Not Graduate,No,156640,194880.0,10480000.0,360.0,Rural,Y,780
LP002545,Male,No,2,Graduate,No,283760,0.0,6400000.0,360.0,Rural,N,567
LP002547,Male,Yes,1,Graduate,No,1466640,0.0,40000000.0,360.0,Urban,N,746
LP002555,Male,Yes,2,Graduate,Yes,366640,166640.0,12800000.0,360.0,Semiurban,Y,744
LP002556,Male,No,0,Graduate,No,194800,0.0,6000000.0,360.0,Urban,N,840
LP002560,Male,No,0,Not Graduate,No,215920,222800.0,7680000.0,360.0,Semiurban,Y,667
LP002562,Male,Yes,1,Not Graduate,No,426640,90480.0,14880000.0,360.0,Urban,Y,573
LP002571,Male,No,0,Not Graduate,No,295280,0.0,8800000.0,360.0,Rural,Y,722
LP002582,Female,No,0,Not Graduate,Yes,1381040,0.0,18000000.0,360.0,Semiurban,Y,723
LP002585,Male,Yes,0,Graduate,No,287760,172560.0,9520000.0,360.0,Rural,N,584
LP002586,Female,Yes,1,Graduate,No,266080,73040.0,8400000.0,84.0,Semiurban,Y,820
LP002587,Male,Yes,0,Not Graduate,No,208000,136000.0,8560000.0,360.0,Rural,Y,691
LP002588,Male,Yes,0,Graduate,No,370000,228560.0,8880000.0,12.0,Urban,Y,594
LP002600,Male,Yes,1,Graduate,Yes,231600,0.0,7600000.0,360.0,Semiurban,Y,725
LP002602,Male,No,0,Graduate,No,502640,353280.0,16720000.0,360.0,Rural,N,552
LP002603,Female,No,0,Graduate,No,51600,294640.0,9040000.0,480.0,Rural,Y,714
LP002606,Female,No,0,Graduate,No,252720,0.0,8000000.0,360.0,Semiurban,Y,760
LP002615,Male,Yes,2,Graduate,No,389200,449920.0,16640000.0,360.0,Semiurban,Y,769
LP002618,Male,Yes,1,Not Graduate,No,324000,424160.0,11040000.0,360.0,Rural,N,507
LP002619,Male,Yes,0,Not Graduate,No,305120,118640.0,9920000.0,300.0,Semiurban,Y,772
LP002622,Male,Yes,2,Graduate,No,280800,353280.0,19440000.0,360.0,Rural,Y,833
LP002624,Male,Yes,0,Graduate,No,1666640,533360.0,38400000.0,360.0,Urban,Y,701
LP002625,,No,0,Graduate,No,286640,0.0,7680000.0,360.0,Urban,N,769
LP002626,Male,Yes,0,Graduate,Yes,198320,241040.0,15040000.0,360.0,Urban,Y,841
LP002634,Female,No,1,Graduate,No,1060960,0.0,3200000.0,360.0,Urban,Y,794
LP002637,Male,No,0,Not Graduate,No,287840,102960.0,8000000.0,360.0,Rural,N,784
LP002640,Male,Yes,1,Graduate,No,485200,160320.0,20000000.0,360.0,Semiurban,Y,814
LP002643,Male,Yes,2,Graduate,No,262640,162800.0,11840000.0,360.0,Urban,Y,737
LP002648,Male,Yes,0,Graduate,No,170400,533280.0,5600000.0,180.0,Semiurban,N,793
LP002652,Male,No,0,Graduate,No,465200,293280.0,24880000.0,360.0,Rural,N,754
LP002659,Male,Yes,3+,Graduate,No,277280,274240.0,12000000.0,360.0,Rural,Y,836
LP002670,Female,Yes,2,Graduate,No,162480,130560.0,9040000.0,480.0,Semiurban,Y,799
LP002682,Male,Yes,,Not Graduate,No,245920,144000.0,9840000.0,360.0,Semiurban,N,516
LP002683,Male,No,0,Graduate,No,374640,153200.0,14800000.0,360.0,Semiurban,N,700
LP002684,Female,No,0,Not Graduate,No,272000,0.0,7600000.0,360.0,Rural,N,843
LP002689,Male,Yes,2,Not Graduate,No,175360,139360.0,3600000.0,360.0,Semiurban,Y,817
LP002690,Male,No,0,Graduate,No,200000,0.0,4400000.0,360.0,Semiurban,Y,780
LP002692,Male,Yes,3+,Graduate,Yes,454160,113920.0,8000000.0,360.0,Rural,Y,831
LP002693,Male,Yes,2,Graduate,Yes,635840,573280.0,38400000.0,360.0,Rural,Y,778
LP002697,Male,No,0,Graduate,No,374400,166960.0,,360.0,Semiurban,N,715
LP002699,Male,Yes,2,Graduate,Yes,1400000,0.0,32000000.0,360.0,Rural,Y,775
LP002705,Male,Yes,0,Graduate,No,302000,0.0,8800000.0,360.0,Semiurban,Y,831
LP002706,Male,Yes,1,Not Graduate,No,422800,114400.0,12880000.0,360.0,Semiurban,Y,450
LP002714,Male,No,1,Not Graduate,No,214320,104160.0,7520000.0,360.0,Semiurban,Y,716
LP002716,Male,No,0,Not Graduate,No,542640,0.0,10400000.0,360.0,Semiurban,Y,691
LP002717,Male,Yes,0,Graduate,No,82000,440000.0,17280000.0,360.0,Rural,Y,612
LP002720,Male,Yes,3+,Graduate,No,342480,0.0,8000000.0,360.0,Urban,Y,692
LP002723,Male,No,2,Graduate,No,287040,0.0,8800000.0,360.0,Rural,N,578
LP002729,Male,No,1,Graduate,No,900000,0.0,15680000.0,360.0,Semiurban,N,716
LP002731,Female,No,0,Not Graduate,Yes,1453200,0.0,10000000.0,360.0,Urban,Y,778
LP002732,Male,No,0,Not Graduate,,204000,163360.0,10080000.0,360.0,Rural,Y,784
LP002734,Male,Yes,0,Graduate,No,490640,312480.0,25920000.0,360.0,Urban,Y,709
LP002738,Male,No,2,Graduate,No,289360,0.0,8560000.0,360.0,Semiurban,Y,696
LP002739,Male,Yes,0,Not Graduate,No,233360,42880.0,5280000.0,360.0,Rural,N,792
LP002740,Male,Yes,3+,Graduate,No,513360,0.0,12560000.0,180.0,Rural,Y,741
LP002741,Female,Yes,1,Graduate,No,368640,227600.0,11200000.0,180.0,Semiurban,Y,763
LP002743,Female,No,0,Graduate,No,171040,0.0,7920000.0,360.0,Semiurban,N,516
LP002753,Female,No,1,Graduate,,292160,0.0,7600000.0,360.0,Semiurban,Y,765
LP002755,Male,Yes,1,Not Graduate,No,179120,201920.0,10240000.0,360.0,Urban,Y,820
LP002757,Female,Yes,0,Not Graduate,No,241360,53040.0,8160000.0,360.0,Semiurban,Y,686
LP002767,Male,Yes,0,Graduate,No,221440,156000.0,12400000.0,360.0,Rural,Y,698
LP002768,Male,No,0,Not Graduate,No,268640,0.0,6400000.0,36.0,Semiurban,N,779
LP002772,Male,No,0,Graduate,No,202080,142640.0,11600000.0,360.0,Rural,Y,819
LP002776,Female,No,0,Graduate,No,400000,0.0,8240000.0,360.0,Semiurban,N,532
LP002777,Male,Yes,0,Graduate,No,222800,161280.0,8800000.0,360.0,Rural,Y,826
LP002778,Male,Yes,2,Graduate,Yes,530640,0.0,,360.0,Rural,N,375
LP002784,Male,Yes,1,Not Graduate,No,199360,190000.0,,360.0,Rural,Y,688
LP002785,Male,Yes,1,Graduate,No,266640,260000.0,12640000.0,360.0,Urban,Y,707
LP002788,Male,Yes,0,Not Graduate,No,196320,186640.0,14480000.0,360.0,Urban,N,505
LP002789,Male,Yes,0,Graduate,No,287440,341280.0,10560000.0,180.0,Rural,N,522
LP002792,Male,Yes,1,Graduate,No,437440,82560.0,2080000.0,360.0,Semiurban,Y,807
LP002794,Female,No,0,Graduate,No,213360,130000.0,6720000.0,360.0,Urban,Y,551
LP002795,Male,Yes,3+,Graduate,Yes,811120,0.0,20800000.0,360.0,Semiurban,Y,762
LP002798,Male,Yes,0,Graduate,No,310960,213520.0,12960000.0,360.0,Semiurban,Y,790
LP002804,Female,Yes,0,Graduate,No,334400,184480.0,14560000.0,360.0,Semiurban,Y,823
LP002807,Male,Yes,2,Not Graduate,No,294000,19360.0,8640000.0,360.0,Semiurban,Y,796
LP002813,Female,Yes,1,Graduate,Yes,1558720,0.0,48000000.0,360.0,Semiurban,Y,748
LP002820,Male,Yes,0,Graduate,No,473840,164320.0,16880000.0,360.0,Rural,Y,778
LP002821,Male,No,0,Not Graduate,Yes,464000,0.0,10560000.0,360.0,Semiurban,Y,819
LP002832,Male,Yes,2,Graduate,No,703920,0.0,20640000.0,360.0,Urban,N,324
LP002833,Male,Yes,0,Not Graduate,No,357360,0.0,9600000.0,360.0,Rural,Y,679
LP002836,Male,No,0,Graduate,No,266640,0.0,5600000.0,360.0,Urban,Y,802
LP002837,Male,Yes,3+,Graduate,No,272000,200000.0,9840000.0,360.0,Rural,N,352
LP002840,Female,No,0,Graduate,No,190240,0.0,720000.0,360.0,Urban,N,830
LP002841,Male,Yes,0,Graduate,No,253280,165120.0,8320000.0,360.0,Urban,N,443
LP002842,Male,Yes,1,Graduate,No,273360,140000.0,14880000.0,360.0,Urban,Y,736
LP002847,Male,Yes,,Graduate,No,409280,116080.0,13200000.0,360.0,Urban,N,338
LP002855,Male,Yes,2,Graduate,No,1333280,0.0,22000000.0,360.0,Urban,Y,788
LP002862,Male,Yes,2,Not Graduate,No,490000,130000.0,14960000.0,480.0,Semiurban,N,721
LP002863,Male,Yes,3+,Graduate,No,512480,0.0,12000000.0,360.0,Semiurban,N,846
LP002868,Male,Yes,2,Graduate,No,252720,36880.0,8640000.0,84.0,Urban,Y,821
LP002872,,Yes,0,Graduate,No,246960,176800.0,10880000.0,360.0,Semiurban,N,522
LP002874,Male,No,0,Graduate,No,258320,219120.0,8800000.0,360.0,Urban,Y,801
LP002877,Male,Yes,1,Graduate,No,142560,178560.0,8560000.0,360.0,Rural,Y,812
LP002888,Male,No,0,Graduate,,254560,233360.0,12880000.0,360.0,Urban,Y,842
